################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-04-12 04:49:28 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-04-11 15:31:05", "1784312", "202.95.9.14:2324", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-04-11 15:25:36", "1784311", "mskho2rr.histo-ricthe.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 15:26:36", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 15:20:19", "1784310", "qu4rry0-track.histo-ricthe.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 15:21:38", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 15:14:33", "1784309", "q16zhmu.histo-ricthe.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 15:16:52", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 15:08:47", "1784308", "dyn-markal.histo-ricthe.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 15:13:38", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 15:03:00", "1784307", "fexbfw.histo-ricthe.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 15:04:54", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:57:39", "1784305", "fs1zh.nab2lamstibles.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:59:35", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:52:23", "1784304", "sapcave.nab2lamstibles.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:53:35", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:46:29", "1784302", "lexckh.nab2lamstibles.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:47:35", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:40:37", "1784301", "banne-plate.nab2lamstibles.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:41:44", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:35:25", "1784300", "p1xel7-cast.nab2lamstibles.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:36:55", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:29:37", "1784298", "1una-glow.nab2lamstibles.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:31:08", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:23:46", "1784297", "2hvdt1.inven-tornon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:24:55", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 14:18:10", "1784296", "neo-th1cket.inven-tornon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:19:53", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:12:54", "1784295", "convoynoble.inven-tornon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:14:42", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:07:10", "1784294", "linric.inven-tornon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:08:31", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 14:01:29", "1784293", "ciphersha.inven-tornon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 14:01:33", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 14:01:08", "1784292", "18.157.68.73:19828", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "None", "Meterpreter", "0", "abuse_ch"
"2026-04-11 14:00:35", "1784291", "bangbross.ru.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-pnvwgaas41", "quasar", "0", "dyingbreeds_"
"2026-04-11 14:00:32", "1784289", "payload.bundelbites.in.net", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-qzgcwshw8q", "quasar", "0", "dyingbreeds_"
"2026-04-11 14:00:32", "1784290", "ug88.mx", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-qzgcwshw8q", "quasar", "0", "dyingbreeds_"
"2026-04-11 14:00:29", "1784288", "payload.taphoammo.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-q4dskacx4y", "quasar", "0", "dyingbreeds_"
"2026-04-11 13:56:06", "1784287", "gatewaybalance.inven-tornon.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:57:57", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:50:42", "1784286", "ctlxx5r.cerbe7usout.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:52:42", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:44:41", "1784285", "vvest0-path.cerbe7usout.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:49:31", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:39:24", "1784284", "30qmgzf.cerbe7usout.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:40:20", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:33:27", "1784283", "asse9-point.cerbe7usout.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:35:05", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:28:11", "1784282", "nornexix2.cerbe7usout.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:28:55", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:22:24", "1784281", "sub-5ecure.cerbe7usout.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:23:52", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:17:33", "1784279", "tri-mesha.awry-pause.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:17:52", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:15:41", "1784275", "38.190.224.70:4438", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2026-04-11 14:00:17", "75", "False", "https://bazaar.abuse.ch/sample/e29a9375ec13c8a7df64cdf4743fb77d4a3e651550269bf0942143adf42fa110/", "remcos", "0", "abuse_ch"
"2026-04-11 13:11:06", "1784270", "ntcecfct.awry-pause.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:12:34", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 13:05:25", "1784269", "harvestfern.awry-pause.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:07:21", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 13:01:38", "1784268", "http://a1156871.xsph.ru/c693e2aa.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "None", "DCRat,RAT", "0", "abuse_ch"
"2026-04-11 12:59:41", "1784267", "qyfx7uy.awry-pause.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 13:02:00", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 12:56:22", "1784266", "https://dreff-nsdns.beer/api/css.js", "url", "payload_delivery", "unknown", "None", "Unknown malware", "", "100", "False", "", "ClickFix,ErrTraffic", "0", "HuntYethHounds"
"2026-04-11 12:54:43", "1784265", "dreff-nsdns.beer", "domain", "payload_delivery", "unknown", "None", "Unknown malware", "", "100", "False", "", "ClickFix,ErrTraffic", "0", "HuntYethHounds"
"2026-04-11 12:54:13", "1784264", "majofres.awry-pause.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:55:13", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:48:43", "1784263", "fixthicket.awry-pause.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:50:52", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:43:18", "1784262", "0blj.di5honorman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:44:02", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:37:14", "1784261", "vvi1d-line.di5honorman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:38:52", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:31:52", "1784260", "bundleser.di5honorman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:32:51", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:26:33", "1784259", "crateeast.di5honorman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:26:44", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:13:14", "1784257", "bwglxvk.di5honorman.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:15:09", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:10:14", "1784256", "45.74.244.142:18433", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "100", "False", "None", "AsyncRAT,RAT", "0", "abuse_ch"
"2026-04-11 12:07:21", "1784255", "d3ns-sheet.identify-celebrate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:08:44", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 12:03:45", "1784254", "fdg.kozow.com", "domain", "botnet_cc", "apk.spynote", "CypherRat", "SpyNote", "", "100", "False", "https://tria.ge/260411-nwfabagy2v", "android,C2,domain,spynote,triage", "0", "DonPasci"
"2026-04-11 12:03:06", "1784253", "47.237.23.250:31002", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260411-hb8s8sh14q", "AS45102,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-04-11 12:03:04", "1784252", "16.163.74.23:22012", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260411-n3v94sg14w", "AS16509,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-04-11 12:03:02", "1784251", "16.163.74.23:22011", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://tria.ge/260411-n3v94sg14w", "AS16509,C2,rat,triage,valleyrat", "0", "DonPasci"
"2026-04-11 12:01:56", "1784250", "servicecareindore.in.net", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "2026-04-11 14:00:41", "100", "False", "https://tria.ge/260411-mmtwnsft9y", "C2,domain,quasar,rat,triage", "0", "DonPasci"
"2026-04-11 12:01:52", "1784249", "6789.jp.net", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "2026-04-11 14:00:38", "100", "False", "https://tria.ge/260411-nwznysgy3x", "C2,domain,quasar,rat,triage", "0", "DonPasci"
"2026-04-11 12:01:28", "1784248", "03wc5c.identify-celebrate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 12:03:14", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 12:00:39", "1784247", "pionernastoyashi-51662.portmap.host", "domain", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://tria.ge/260411-mklsaact9k", "C2,domain,triage,xworm", "0", "DonPasci"
"2026-04-11 12:00:38", "1784246", "mh0-44853.portmap.host", "domain", "botnet_cc", "win.xworm", "None", "XWorm", "2026-04-11 14:02:03", "100", "False", "https://tria.ge/260411-m88a7acz8l", "C2,domain,triage,xworm", "0", "DonPasci"
"2026-04-11 11:55:53", "1784245", "narr-que.identify-celebrate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:57:38", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:50:17", "1784244", "npcmrc.identify-celebrate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:52:15", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:44:48", "1784243", "qbknlas.identify-celebrate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:46:48", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:39:24", "1784242", "cdr35.identify-celebrate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:40:34", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:36:43", "1784240", "vvorke-core.halturitmel7ed.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:37:11", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:30:05", "1784239", "geyseropen.halturitmel7ed.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:31:13", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:23:27", "1784238", "fjordvine.halturitmel7ed.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:24:38", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 11:16:49", "1784237", "reportmeadow.halturitmel7ed.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:18:55", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:16:04", "1784236", "154.36.188.194:6688", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-04-11 11:10:33", "1784235", "wb9g.halturitmel7ed.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:11:59", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:03:49", "1784234", "alt-5hip.accentol-federat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 11:05:08", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 11:00:53", "1784233", "http://a1155181.xsph.ru/0b4a9acb.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "None", "DCRat,RAT", "0", "abuse_ch"
"2026-04-11 10:56:45", "1784232", "epgl608r.accentol-federat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:58:14", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:50:20", "1784231", "tokencouri.accentol-federat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:51:34", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:43:39", "1784230", "lqwstnf.accentol-federat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:45:26", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:37:10", "1784229", "51tcb.accentol-federat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:38:55", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:30:30", "1784228", "fjor-dis.accentol-federat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:32:15", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:24:49", "1784227", "rive-wag.particu1silomer.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:26:03", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:19:34", "1784226", "tawg.particu1silomer.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:20:56", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:13:45", "1784225", "c34pp.particu1silomer.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:15:23", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:07:58", "1784224", "f3rn-dock.particu1silomer.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 10:09:54", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 10:01:55", "1784222", "156.238.239.253:7000", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://tria.ge/260411-ktvqfabs2k", "XWorm", "0", "dyingbreeds_"
"2026-04-11 10:00:53", "1784221", "bastes.ru.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "2026-04-11 12:02:07", "100", "False", "https://tria.ge/260411-gxs48scw7w", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:50", "1784219", "darshafresh.in.net", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-g86jpshz9j", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:50", "1784220", "tmufrk.za.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-g86jpshz9j", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:48", "1784218", "e2bet.mobile", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-g89w5ahz9l", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:43", "1784217", "jjibmj.za.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-hdryhacy8t", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:40", "1784216", "xikus.ru.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-hfjd5sh17q", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:34", "1784215", "mnsancarlos.com.mx", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "2026-04-11 12:02:04", "100", "False", "https://tria.ge/260411-jtmt6aax8q", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:32", "1784213", "s868vip.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-j8h5hsay7m", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:32", "1784214", "westboundagency.gb.net", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-j8h5hsay7m", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:29", "1784210", "stigp.sa.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kc16wsdx8v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:29", "1784211", "touju.jpn.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kc16wsdx8v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:29", "1784212", "yik.uk.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kc16wsdx8v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:28", "1784209", "olxxdn.ru.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kc16wsdx8v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:25", "1784205", "ga88.cool", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kg3khsdy3v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:25", "1784206", "ga888.mobile", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kg3khsdy3v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:25", "1784207", "ga888vn.codes", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kg3khsdy3v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:25", "1784208", "nce.de.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kg3khsdy3v", "quasar", "0", "dyingbreeds_"
"2026-04-11 10:00:23", "1784204", "formazione.eu.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-kkhdraaz8r", "quasar", "0", "dyingbreeds_"
"2026-04-11 09:54:40", "1784203", "agentsca.particu1silomer.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 09:56:01", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 09:48:01", "1784196", "svc5y.prime-media-gate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 09:50:06", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 09:45:30", "1784195", "http://a1070666.xsph.ru/7825d1d5.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "None", "DCRat,RAT", "0", "abuse_ch"
"2026-04-11 09:21:24", "1784194", "active.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 09:23:11", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 09:14:55", "1784193", "gate7.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 09:14:58", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 08:45:23", "1784192", "http://a1137286.xsph.ru/d43cbf2e.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "None", "DCRat,RAT", "0", "abuse_ch"
"2026-04-11 08:33:50", "1784191", "38.49.208.124:7889", "ip:port", "botnet_cc", "win.pure_rat", "PureHVNC,ResolverRAT", "PureRAT", "", "75", "False", "https://bazaar.abuse.ch/sample/bbf8661385fb7921e79eeedc96638845cc489f296652da655a9a0079680dcffe/", "PureHVNC,PureRAT,RAT", "0", "abuse_ch"
"2026-04-11 08:23:59", "1784190", "gate6-way.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 08:25:36", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 08:18:40", "1784189", "svc5-relay.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 08:19:32", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 08:12:46", "1784188", "vault4-root.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 08:15:14", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 08:07:26", "1784187", "api3-arch.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 08:11:58", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 08:01:52", "1784186", "node2-draw.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 08:03:29", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 07:59:55", "1784185", "204.76.203.165:421", "ip:port", "botnet_cc", "win.tofsee", "Gheg", "Tofsee", "", "75", "False", "", "Tofsee", "0", "abuse_ch"
"2026-04-11 07:55:53", "1784184", "plan1-data.solid-build-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 07:57:24", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 07:50:37", "1784183", "hub6-main.prime-media-gate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 07:51:52", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 07:45:06", "1784182", "svc5-relay.prime-media-gate.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 07:46:31", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 07:42:17", "1784181", "18.162.212.102:8880", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "75", "False", "https://bazaar.abuse.ch/sample/4eabbb925907b805a51e6f4b5cfa547a3505114c6564358dcbe69c433483ff87/", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-04-11 07:41:23", "1784180", "qqdsbnmkloi.cn", "domain", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://bazaar.abuse.ch/sample/930de81fcc908d132279595cd9e23416116a5066f95509f49f586fc049fda534/", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-04-11 07:40:21", "1784179", "xzcgtffdlmn.cc", "domain", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://bazaar.abuse.ch/sample/c3c01c2747491454c69f556aca38e7ad8cb91e4c356dd94da5ebb4a430adc270/", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-04-11 07:39:39", "1784178", "iopytbvgg.cn", "domain", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "https://bazaar.abuse.ch/sample/1d44541ba854a25d6ca4050fa6cd206ef82ee24678fd71f6f58ac18ff51c8487/", "RAT,ValleyRAT", "0", "abuse_ch"
